model,dataset,passage,question,answer
llama3:8b,qg_squad,"Buddhist scholars have produced a number of intellectual theories, philosophies and world view conce",Do Buddhist scholars produce intellectual theories?,Yes
llama3:8b,qg_squad,"Buddhist scholars have produced a number of intellectual theories, philosophies and world view conce",What are examples of intellectual theories produced by Buddhist scholars?,"Abhidharma, Buddhist philosophy and Reality in Buddhism"
llama3:8b,qg_squad,"Buddhist scholars have produced a number of intellectual theories, philosophies and world view conce",Are some schools of Buddhism opposed to doctrinal study?,Yes
llama3:8b,qg_squad,"Buddhist scholars have produced a number of intellectual theories, philosophies and world view conce",Is doctrinal study essential practice for some schools of Buddhism?,Yes
llama3:8b,qg_squad,"Buddhist scholars have produced a number of intellectual theories, philosophies and world view conce",Does the passage mention specific Buddhist traditions that discourage doctrinal study?,No
llama3:8b,qg_squad,"With the death of Zhengde and ascension of Jiajing, the politics at court shifted in favor of the Ne",Who died after which the politics at court shifted?,Zhengde
llama3:8b,qg_squad,"With the death of Zhengde and ascension of Jiajing, the politics at court shifted in favor of the Ne",What did the Neo-Confucian establishment reject?,The Portuguese embassy of Fernão Pires de Andrade
llama3:8b,qg_squad,"With the death of Zhengde and ascension of Jiajing, the politics at court shifted in favor of the Ne",Who had a predisposed animosity towards Tibetan Buddhism and lamas?,The Neo-Confucian establishment
llama3:8b,qg_squad,"With the death of Zhengde and ascension of Jiajing, the politics at court shifted in favor of the Ne",What ended with Jiajing's reign?,The Ming's unique relationship with Tibetan prelates
llama3:8b,qg_squad,"With the death of Zhengde and ascension of Jiajing, the politics at court shifted in favor of the Ne",Who supplanted the Ming influence in the Amdo region?,The Mongols
llama3:8b,qg_squad,Devotion is an important part of the practice of most Buddhists. Devotional practices include bowing,What are some devotional practices in Buddhism?,"bowing, offerings, pilgrimage, and chanting"
llama3:8b,qg_squad,Devotion is an important part of the practice of most Buddhists. Devotional practices include bowing,"In Pure Land Buddhism, what is the main focus of devotion?",the Buddha Amitabha
llama3:8b,qg_squad,Devotion is an important part of the practice of most Buddhists. Devotional practices include bowing,"In Nichiren Buddhism, what is the main object of devotion?",the Lotus Sutra
llama3:8b,qg_squad,Devotion is an important part of the practice of most Buddhists. Devotional practices include bowing,Is devotion an important part of Buddhist practice?,yes
llama3:8b,qg_squad,Devotion is an important part of the practice of most Buddhists. Devotional practices include bowing,What kind of devotion does Pure Land Buddhism emphasize?,devotion to the Buddha Amitabha
llama3:8b,qg_squad,"Montana's personal income tax contains 7 brackets, with rates ranging from 1 percent to 6.9 percent.",How many brackets are there in Montana's personal income tax?,7
llama3:8b,qg_squad,"Montana's personal income tax contains 7 brackets, with rates ranging from 1 percent to 6.9 percent.",What is the highest rate in Montana's personal income tax?,6.9 percent
llama3:8b,qg_squad,"Montana's personal income tax contains 7 brackets, with rates ranging from 1 percent to 6.9 percent.",Does Montana have a sales tax?,No
llama3:8b,qg_squad,"Montana's personal income tax contains 7 brackets, with rates ranging from 1 percent to 6.9 percent.",What type of property is exempt from taxes in Montana?,Household goods
llama3:8b,qg_squad,"Montana's personal income tax contains 7 brackets, with rates ranging from 1 percent to 6.9 percent.",What determines the amount of property tax owed in Montana?,Property value multiplied by a tax rate and mill levy
llama3:8b,qg_squad,"Despite this glowing message by the Emperor, Chan writes that a year later in 1446, the Ming court c",When did the Ming court cut off all relations with the Karmapa hierarchs?,1446
llama3:8b,qg_squad,"Despite this glowing message by the Emperor, Chan writes that a year later in 1446, the Ming court c",In what year did Deshin Shekpa die?,1415
llama3:8b,qg_squad,"Despite this glowing message by the Emperor, Chan writes that a year later in 1446, the Ming court c",What did the Ming court believe about the representatives of the Karma Kagyu who continued to visit the Ming capital?,They were sent by the Karmapa
llama3:8b,qg_squad,"Despite this glowing message by the Emperor, Chan writes that a year later in 1446, the Ming court c",When was this message by the Emperor given?,Not specified
llama3:8b,qg_squad,"Despite this glowing message by the Emperor, Chan writes that a year later in 1446, the Ming court c",What was the year when Chan wrote about the Ming court cutting off relations with the Karmapa hierarchs?,1446
llama3:8b,qg_squad,The 2010 Human Development Report by the United Nations Development Program was released on November,When was the 2010 Human Development Report released?,"November 4, 2010"
llama3:8b,qg_squad,The 2010 Human Development Report by the United Nations Development Program was released on November,What year's estimates were used to calculate HDI values in the report?,2010
llama3:8b,qg_squad,The 2010 Human Development Report by the United Nations Development Program was released on November,What type of countries are listed as having 'very high human development'?,Countries
llama3:8b,qg_squad,"The designation ""Institute of Technology"" is not applied at all, being meaningless in Portugal. Howe",What is the designation 'Institute of Technology' applied to in Portugal?,Nothing
llama3:8b,qg_squad,"The designation ""Institute of Technology"" is not applied at all, being meaningless in Portugal. Howe",When did higher education educational institutions in Portugal start being called polytechnics?,The 1980s
llama3:8b,qg_squad,"The designation ""Institute of Technology"" is not applied at all, being meaningless in Portugal. Howe",What degrees were awarded by polytechnics before 1998?,Short-cycle degrees (bacharelatos)
llama3:8b,qg_squad,"The designation ""Institute of Technology"" is not applied at all, being meaningless in Portugal. Howe",When did polytechnics start being allowed to confer bachelor's degrees?,After 1998
llama3:8b,qg_squad,"The designation ""Institute of Technology"" is not applied at all, being meaningless in Portugal. Howe",What type of training do polytechnical higher education institutions provide?,Practical and profession-oriented
llama3:8b,qg_squad,"He also invested in a shopping mall in Columbus, Ohio. He has talked about some of those who have he",Where did Arnold Schwarzenegger invest in a shopping mall?,"Columbus, Ohio"
llama3:8b,qg_squad,"He also invested in a shopping mall in Columbus, Ohio. He has talked about some of those who have he",Who has helped Arnold Schwarzenegger in business?,"Milton Friedman, Donald Trump, Les Wexner, Warren Buffett"
llama3:8b,qg_squad,"He also invested in a shopping mall in Columbus, Ohio. He has talked about some of those who have he",What did Arnold Schwarzenegger learn from Planet Hollywood?,When to get out!
llama3:8b,qg_squad,"He also invested in a shopping mall in Columbus, Ohio. He has talked about some of those who have he",Who is the owner of Arnold's Sports Festival?,Arnold Schwarzenegger
llama3:8b,qg_squad,"He also invested in a shopping mall in Columbus, Ohio. He has talked about some of those who have he",What kind of company does Arnold Schwarzenegger own?,"Movie production company (Oak Productions, Inc.) and publishing venture (Fitness Publications)"
llama3:8b,qg_squad,"Of the 80 torch-bearers in London, Sir Steve Redgrave, who started the relay, mentioned to the media",How many torch-bearers were there in London?,80
llama3:8b,qg_squad,"Of the 80 torch-bearers in London, Sir Steve Redgrave, who started the relay, mentioned to the media",Who refused to carry the torch?,Francesca Martinez and Richard Vaughan
llama3:8b,qg_squad,"Of the 80 torch-bearers in London, Sir Steve Redgrave, who started the relay, mentioned to the media",What was created around the torch during the London relay?,a mobile protective ring
llama3:8b,qg_squad,"Of the 80 torch-bearers in London, Sir Steve Redgrave, who started the relay, mentioned to the media",How many arrests were made during protests in London?,at least thirty-five
llama3:8b,qg_squad,"Of the 80 torch-bearers in London, Sir Steve Redgrave, who started the relay, mentioned to the media",How many Chinese supporters gathered on the torch route to demonstrate support for the Olympics?,"more than 2,000"
llama3:8b,qg_squad,"Beginning in the 18th century, the situation changed from more or less active persecution of religio",When did the situation change?,18th century
llama3:8b,qg_squad,"Beginning in the 18th century, the situation changed from more or less active persecution of religio",What was the previous situation with religious services?,More or less active persecution
llama3:8b,qg_squad,"Beginning in the 18th century, the situation changed from more or less active persecution of religio",What is the current state regarding other religions?,Restricted toleration
llama3:8b,qg_squad,"Beginning in the 18th century, the situation changed from more or less active persecution of religio",Where do services of other religions take place now?,Secretly in private churches
llama3:8b,qg_squad,"Beginning in the 18th century, the situation changed from more or less active persecution of religio",When did this restricted toleration begin?,18th century
llama3:8b,qg_squad,The first six presidents of the United States did not make extensive use of the veto power: George W,How many bills did George Washington veto?,Two
llama3:8b,qg_squad,The first six presidents of the United States did not make extensive use of the veto power: George W,Which President vetoed one bill?,James Monroe
llama3:8b,qg_squad,The first six presidents of the United States did not make extensive use of the veto power: George W,How many bills did Andrew Jackson veto during his two terms in office?,Twelve
llama3:8b,qg_squad,The first six presidents of the United States did not make extensive use of the veto power: George W,What was the policy that Andrew Jackson enforced through ethnically cleansing Native American tribes?,Indian Removal
llama3:8b,qg_squad,The first six presidents of the United States did not make extensive use of the veto power: George W,Who defied the Supreme Court in enforcing the Indian Removal policy?,Andrew Jackson
llama3:8b,qg_squad,"Not-self (Pāli: anatta; Sanskrit: anātman) is the third mark of existence. Upon careful examination,",What is the third mark of existence?,Not-self
llama3:8b,qg_squad,"Not-self (Pāli: anatta; Sanskrit: anātman) is the third mark of existence. Upon careful examination,",What concepts are constructed by the mind?,'I' or 'mine'
llama3:8b,qg_squad,"Not-self (Pāli: anatta; Sanskrit: anātman) is the third mark of existence. Upon careful examination,",What views does the Buddha reject as ontological?,'I have a Self' and 'I have no Self'
llama3:8b,qg_squad,"Not-self (Pāli: anatta; Sanskrit: anātman) is the third mark of existence. Upon careful examination,",Did the Buddha answer if the self was identical with the body?,No
llama3:8b,qg_squad,"Not-self (Pāli: anatta; Sanskrit: anātman) is the third mark of existence. Upon careful examination,",What are analyzed to conclude that neither comprise a self?,Physical and mental constituents (skandhas)
llama3:8b,qg_squad,"Schwarzenegger's breakthrough film was the sword-and-sorcery epic Conan the Barbarian in 1982, which",What was Schwarzenegger's breakthrough film?,Conan the Barbarian
llama3:8b,qg_squad,"Schwarzenegger's breakthrough film was the sword-and-sorcery epic Conan the Barbarian in 1982, which",In what year did Conan the Barbarian release?,1982
llama3:8b,qg_squad,"Schwarzenegger's breakthrough film was the sword-and-sorcery epic Conan the Barbarian in 1982, which",How successful was Conan the Destroyer compared to its predecessor?,Not as successful
llama3:8b,qg_squad,"Schwarzenegger's breakthrough film was the sword-and-sorcery epic Conan the Barbarian in 1982, which",What was Schwarzenegger's role in James Cameron's film?,The Terminator
llama3:8b,qg_squad,"Schwarzenegger's breakthrough film was the sword-and-sorcery epic Conan the Barbarian in 1982, which",In what year did Schwarzenegger make Red Sonja?,1985
llama3:8b,qg_squad,"A study conducted in 1972 and 1981, documented by Robert Ulrich, surveyed 23 surgical patients assig",What was the purpose of the study conducted in 1972 and 1981?,Surveysed surgical patients to document the effects of natural light on their recovery
llama3:8b,qg_squad,"A study conducted in 1972 and 1981, documented by Robert Ulrich, surveyed 23 surgical patients assig",How many patients were included in the study?,23
llama3:8b,qg_squad,"A study conducted in 1972 and 1981, documented by Robert Ulrich, surveyed 23 surgical patients assig",What was found in terms of hospital stays for patients with window views?,Shorter postoperative hospital stays
llama3:8b,qg_squad,"A study conducted in 1972 and 1981, documented by Robert Ulrich, surveyed 23 surgical patients assig",What did nurses’ notes reveal about patients assigned to rooms with natural light?,Fewer negative evaluative comments
llama3:8b,qg_squad,"A study conducted in 1972 and 1981, documented by Robert Ulrich, surveyed 23 surgical patients assig",What did the study suggest was healthier for patients?,Due to daylight exposure and scenery
llama3:8b,qg_squad,"On July 11, 2008, citing liquidity concerns, the FDIC put IndyMac Bank into conservatorship. A bridg",When did FDIC put IndyMac Bank into conservatorship?,"July 11, 2008"
llama3:8b,qg_squad,"On July 11, 2008, citing liquidity concerns, the FDIC put IndyMac Bank into conservatorship. A bridg",What was established to assume control of IndyMac Bank's assets and liabilities?,"IndyMac Federal Bank, FSB"
llama3:8b,qg_squad,"On July 11, 2008, citing liquidity concerns, the FDIC put IndyMac Bank into conservatorship. A bridg",When would depositors have access their insured deposits before the bank reopened?,"July 14, 2008"
llama3:8b,qg_squad,"On July 11, 2008, citing liquidity concerns, the FDIC put IndyMac Bank into conservatorship. A bridg",What does the FDIC guarantee for all insured accounts?,"Up to US$100,000"
llama3:8b,qg_squad,"On July 11, 2008, citing liquidity concerns, the FDIC put IndyMac Bank into conservatorship. A bridg",What percentage of excess amounts in insured deposits was guaranteed by the FDIC?,50%
llama3:8b,qg_squad,"Along with the rest of South West England, Plymouth has a temperate oceanic climate (Köppen Cfb) whi",What is the climate type of Plymouth?,Temperate oceanic
llama3:8b,qg_squad,"Along with the rest of South West England, Plymouth has a temperate oceanic climate (Köppen Cfb) whi",What is the annual mean temperature in Plymouth?,11 °C (52 °F)
llama3:8b,qg_squad,"Along with the rest of South West England, Plymouth has a temperate oceanic climate (Köppen Cfb) whi",Is snow rare in Plymouth?,Yes
llama3:8b,qg_squad,"Along with the rest of South West England, Plymouth has a temperate oceanic climate (Köppen Cfb) whi",How much snow fell on higher ground during the European winter storms of 2009-10?,At least 1 inch (2.5 cm)
llama3:8b,qg_squad,"Along with the rest of South West England, Plymouth has a temperate oceanic climate (Köppen Cfb) whi",What are the warmest months in Plymouth?,July and August
llama3:8b,qg_squad,"Deleuze's and Latour's opinions, however, are minority ones, as Whitehead has not been recognized as",Are Deleuze's and Latour's opinions on Whitehead minority ones?,Yes
llama3:8b,qg_squad,"Deleuze's and Latour's opinions, however, are minority ones, as Whitehead has not been recognized as",Has Whitehead been recognized as influential within dominant philosophical schools?,No
llama3:8b,qg_squad,"Deleuze's and Latour's opinions, however, are minority ones, as Whitehead has not been recognized as",Why has Whitehead's influence not been more widespread?,Impossible to say exactly why
llama3:8b,qg_squad,"Deleuze's and Latour's opinions, however, are minority ones, as Whitehead has not been recognized as",What is one reason his metaphysical ideas may seem counter-intuitive?,His assertion that matter is an abstraction
llama3:8b,qg_squad,"Deleuze's and Latour's opinions, however, are minority ones, as Whitehead has not been recognized as",Is Whitehead's philosophy perceived as passé?,Yes
llama3:8b,qg_squad,"Schwarzenegger tripped over his ski pole and broke his right femur while skiing in Sun Valley, Idaho",When did Schwarzenegger break his right femur?,"December 23, 2006"
llama3:8b,qg_squad,"Schwarzenegger tripped over his ski pole and broke his right femur while skiing in Sun Valley, Idaho",What type of operation did Schwarzenegger undergo?,90-minute operation
llama3:8b,qg_squad,"Schwarzenegger tripped over his ski pole and broke his right femur while skiing in Sun Valley, Idaho",Why were cables and screws used in the operation?,To wire the broken bone back together
llama3:8b,qg_squad,"Schwarzenegger tripped over his ski pole and broke his right femur while skiing in Sun Valley, Idaho",Where was Schwarzenegger released after his operation?,St. John's Health Center
llama3:8b,qg_squad,"Schwarzenegger tripped over his ski pole and broke his right femur while skiing in Sun Valley, Idaho",When was Schwarzenegger released from the hospital?,"December 30, 2006"
llama3:8b,qg_squad,The first non-Native American inhabitant of what would eventually become New York City was Dominican,Who was the first non-Native American inhabitant of what would eventually become New York City?,Juan Rodriguez
llama3:8b,qg_squad,The first non-Native American inhabitant of what would eventually become New York City was Dominican,Where did Juan Rodriguez come from?,Santo Domingo
llama3:8b,qg_squad,The first non-Native American inhabitant of what would eventually become New York City was Dominican,What was Juan Rodriguez doing in Manhattan when he arrived?,Trapping for pelts and trading with the local population
llama3:8b,qg_squad,The first non-Native American inhabitant of what would eventually become New York City was Dominican,For whom is Broadway named?,Juan Rodriguez
llama3:8b,qg_squad,"Another model is the FEELS model developed by Xie Bangxiu and deployed successfully in China. ""FEELS",What does 'FEELS' stand for?,"Flexible-goals, Engaged-learner, Embodied-knowledge, Learning-through-interactions, and Supportive-teacher"
llama3:8b,qg_squad,"Another model is the FEELS model developed by Xie Bangxiu and deployed successfully in China. ""FEELS",What is the purpose of education according to the FEELS model?,to 'help a person become whole'
llama3:8b,qg_squad,"Another model is the FEELS model developed by Xie Bangxiu and deployed successfully in China. ""FEELS",Who developed the FEELS model?,Xie Bangxiu
llama3:8b,qg_squad,"Another model is the FEELS model developed by Xie Bangxiu and deployed successfully in China. ""FEELS",Where was the FEELS model successfully deployed?,China
llama3:8b,qg_squad,"Another model is the FEELS model developed by Xie Bangxiu and deployed successfully in China. ""FEELS",What is one of the assumptions made by the FEELS model about educational curriculum?,the purpose of education is to 'help a person become whole'
llama3:8b,qg_squad,"The ""Fan Save"" was introduced in the fourteenth season. During the finals, viewers are given a five-",When was the 'Fan Save' introduced?,Fourteenth season
llama3:8b,qg_squad,"The ""Fan Save"" was introduced in the fourteenth season. During the finals, viewers are given a five-",What is the duration of the voting window for the 'Fan Save'?,Five minutes
llama3:8b,qg_squad,"The ""Fan Save"" was introduced in the fourteenth season. During the finals, viewers are given a five-",How do viewers participate in the 'Fan Save'?,Using their Twitter account
llama3:8b,qg_squad,"The ""Fan Save"" was introduced in the fourteenth season. During the finals, viewers are given a five-",Which contestants are initially eligible to be saved through the 'Fan Save'?,Contestants in danger of elimination
llama3:8b,qg_squad,"The ""Fan Save"" was introduced in the fourteenth season. During the finals, viewers are given a five-",What is the starting point for the 'Fan Save' voting process?,Top 8
llama3:8b,qg_squad,"New York has been described as the ""Capital of Baseball"". There have been 35 Major League Baseball W",How many Major League Baseball World Series have been won by New York teams?,35
llama3:8b,qg_squad,"New York has been described as the ""Capital of Baseball"". There have been 35 Major League Baseball W",What is unique about the baseball history of New York City?,"14 Subway Series have occurred, with no other metropolitan area having this happen more than once."
llama3:8b,qg_squad,"New York has been described as the ""Capital of Baseball"". There have been 35 Major League Baseball W",How many championships has the Yankees team won?,27
llama3:8b,qg_squad,"New York has been described as the ""Capital of Baseball"". There have been 35 Major League Baseball W",What is the name of the stadium where the New York Yankees play?,Yankee Stadium
llama3:8b,qg_squad,"New York has been described as the ""Capital of Baseball"". There have been 35 Major League Baseball W",How many Minor League Baseball teams are in the city?,2
llama3:8b,qg_squad,"Fryderyk's father, Nicolas Chopin, was a Frenchman from Lorraine who had emigrated to Poland in 1787",What was the age of Nicolas Chopin when he emigrated to Poland?,sixteen
llama3:8b,qg_squad,"Fryderyk's father, Nicolas Chopin, was a Frenchman from Lorraine who had emigrated to Poland in 1787",In what year did Fryderyk's parents marry?,1806
llama3:8b,qg_squad,"Fryderyk's father, Nicolas Chopin, was a Frenchman from Lorraine who had emigrated to Poland in 1787",On which day of the week was Fryderyk baptized?,Easter Sunday
llama3:8b,qg_squad,"Fryderyk's father, Nicolas Chopin, was a Frenchman from Lorraine who had emigrated to Poland in 1787",What was the name of Fryderyk's godfather?,Fryderyk Skarbek
llama3:8b,qg_squad,"Fryderyk's father, Nicolas Chopin, was a Frenchman from Lorraine who had emigrated to Poland in 1787",How many sisters did Fryderyk have?,three
llama3:8b,qg_squad,"According to Italian fashion designer Roberto Cavalli, Beyoncé uses different fashion styles to work",Who said that Beyoncé uses different fashion styles to work with her music while performing?,Roberto Cavalli
llama3:8b,qg_squad,"According to Italian fashion designer Roberto Cavalli, Beyoncé uses different fashion styles to work","What was the title of the book co-written by Beyoncé's mother, published in 2002?",Destiny's Style
llama3:8b,qg_squad,"According to Italian fashion designer Roberto Cavalli, Beyoncé uses different fashion styles to work",In what year did Beyoncé become the first African American woman to appear on the cover of the Sports Illustrated Swimsuit Issue?,
llama3:8b,qg_squad,"According to Italian fashion designer Roberto Cavalli, Beyoncé uses different fashion styles to work",What magazine recognized Beyoncé as the best-dressed celebrity?,People
llama3:8b,qg_squad,"According to Italian fashion designer Roberto Cavalli, Beyoncé uses different fashion styles to work",Who was the first African American woman to appear on the cover of the Sports Illustrated Swimsuit Issue before Beyoncé?,Tyra Banks
llama3:8b,qg_squad,This is not to say that Whitehead's thought was widely accepted or even well-understood. His philoso,Is Whitehead's thought widely accepted?,No
llama3:8b,qg_squad,This is not to say that Whitehead's thought was widely accepted or even well-understood. His philoso,How is Whitehead's philosophical work considered in terms of understanding?,Most difficult to understand
llama3:8b,qg_squad,This is not to say that Whitehead's thought was widely accepted or even well-understood. His philoso,Did professional philosophers struggle to follow Whitehead's writings?,Yes
llama3:8b,qg_squad,This is not to say that Whitehead's thought was widely accepted or even well-understood. His philoso,What was the year Whitehead delivered his Gifford lectures?,1927-28
llama3:8b,qg_squad,This is not to say that Whitehead's thought was widely accepted or even well-understood. His philoso,What is the title of the book based on Whitehead's Gifford lectures?,Process and Reality
llama3:8b,qg_squad,"According to Tibetologist John Powers, Tibetan sources counter this narrative of titles granted by t",Who is mentioned as a Tibetologist?,John Powers
llama3:8b,qg_squad,"According to Tibetologist John Powers, Tibetan sources counter this narrative of titles granted by t",What did Tibetan monasteries bring back from China,"Titles and large, commercially valuable gifts"
llama3:8b,qg_squad,"According to Tibetologist John Powers, Tibetan sources counter this narrative of titles granted by t",Why did Ming emperors send invitations to ruling lamas,To invite them to the Chinese court
llama3:8b,qg_squad,"According to Tibetologist John Powers, Tibetan sources counter this narrative of titles granted by t",What happened when Ming emperors sent invitations to ruling lamas,Lamas sent subordinates rather than coming themselves
llama3:8b,qg_squad,"According to Tibetologist John Powers, Tibetan sources counter this narrative of titles granted by t",Did any Tibetan ruler explicitly accept being a vassal of the Ming?,No
llama3:8b,qg_squad,"Shuman built the world’s first solar thermal power station in Maadi, Egypt, between 1912 and 1913. S",When did Shuman build the world’s first solar thermal power station?,1912-1913
llama3:8b,qg_squad,"Shuman built the world’s first solar thermal power station in Maadi, Egypt, between 1912 and 1913. S",What was the engine's horsepower in Shuman's plant?,60-70 hp
llama3:8b,qg_squad,"Shuman built the world’s first solar thermal power station in Maadi, Egypt, between 1912 and 1913. S",How many litres of water did Shuman's plant pump per minute?,"22,000"
llama3:8b,qg_squad,"Shuman built the world’s first solar thermal power station in Maadi, Egypt, between 1912 and 1913. S",When did Shuman advocate for the utilization of solar energy?,1916
llama3:8b,qg_squad,"Shuman built the world’s first solar thermal power station in Maadi, Egypt, between 1912 and 1913. S",What discouraged the advancement of solar energy after Shuman's time?,Cheap oil and World War I
llama3:8b,qg_squad,"Describing his sixth studio album Yeezus (2013) as ""a protest to music,"" West embraced an abrasive s",What was West's description of his sixth studio album Yeezus?,a protest to music
llama3:8b,qg_squad,"Describing his sixth studio album Yeezus (2013) as ""a protest to music,"" West embraced an abrasive s",What genres did Yeezus incorporate?,"industrial, acid house, dancehall, punk, electro, and Chicago drill"
llama3:8b,qg_squad,"Describing his sixth studio album Yeezus (2013) as ""a protest to music,"" West embraced an abrasive s",How would you describe the album's synthesizers?,"malfunctioning, low-resolution samplers"
llama3:8b,qg_squad,"Describing his sixth studio album Yeezus (2013) as ""a protest to music,"" West embraced an abrasive s",What kind of vocals were used on Yeezus?,Auto-Tuned vocals modulated to be difficult to decipher
llama3:8b,qg_squad,"Describing his sixth studio album Yeezus (2013) as ""a protest to music,"" West embraced an abrasive s",Who's music was sampled in 'New Slaves'?,1970s Hungarian rock group Omega
llama3:8b,qg_squad,Francis Marcus of the International Federation of the Red Cross praised the Chinese rescue effort as,What did Francis Marcus say about the Chinese rescue effort?,swift and very efficient
llama3:8b,qg_squad,Francis Marcus of the International Federation of the Red Cross praised the Chinese rescue effort as,Why can't we expect the government to handle every aspect of the needs?,the scale of the disaster was such that
llama3:8b,qg_squad,Francis Marcus of the International Federation of the Red Cross praised the Chinese rescue effort as,How did China react to the disaster?,rapidly and with uncharacteristic openness
llama3:8b,qg_squad,Francis Marcus of the International Federation of the Red Cross praised the Chinese rescue effort as,What did The Economist compare China's response to?,Burma's secretive response to Cyclone Nargis
llama3:8b,qg_squad,Francis Marcus of the International Federation of the Red Cross praised the Chinese rescue effort as,When did Cyclone Nargis devastate Burma?,10 days before the earthquake
llama3:8b,qg_squad,The introduction of the community school model in the 1970s controversially removed the denomination,When were community schools introduced?,1970s
llama3:8b,qg_squad,The introduction of the community school model in the 1970s controversially removed the denomination,What was removed from schools in the 1970s?,Denominational basis
llama3:8b,qg_squad,The introduction of the community school model in the 1970s controversially removed the denomination,Who was invited to be represented on Boards of Management?,Religious interests
llama3:8b,qg_squad,The introduction of the community school model in the 1970s controversially removed the denomination,What is one model of community school?,Community school vested in the Minister for Education
llama3:8b,qg_squad,The introduction of the community school model in the 1970s controversially removed the denomination,What type of institutions were often formed through community college amalgamations?,Local schools under a new community school model
llama3:8b,qg_squad,"The HDI has extended its geographical coverage: David Hastings, of the United Nations Economic and S",How many economies did the report by David Hastings extend the HDI to?,230+
llama3:8b,qg_squad,"The HDI has extended its geographical coverage: David Hastings, of the United Nations Economic and S",What was the number of economies covered by the UNDP HDI for 2009?,182
llama3:8b,qg_squad,"The HDI has extended its geographical coverage: David Hastings, of the United Nations Economic and S",How many countries did the 2010 HDI cover?,169
llama3:8b,qg_squad,Cardinals elevated to the diaconal order are mainly officials of the Roman Curia holding various pos,What is the primary function of cardinal deacons?,Officials of the Roman Curia holding various posts in the church administration
llama3:8b,qg_squad,Cardinals elevated to the diaconal order are mainly officials of the Roman Curia holding various pos,In what year did half of the cardinals become Italian?,1939
llama3:8b,qg_squad,Cardinals elevated to the diaconal order are mainly officials of the Roman Curia holding various pos,What percentage of cardinals were members of the curia by 1994?,One third
llama3:8b,qg_squad,Cardinals elevated to the diaconal order are mainly officials of the Roman Curia holding various pos,Who brought down the percentage of cardinal deacons to 27 percent?,Paul VI
llama3:8b,qg_squad,Cardinals elevated to the diaconal order are mainly officials of the Roman Curia holding various pos,What was the percentage of cardinals who were members of the curia under Pius XII?,24 percent
llama3:8b,qg_squad,Typical measurements of light have used a Dosimeter. Dosimeters measure an individual's or an object,What does a Dosimeter typically measure?,an individual's or an object's exposure
llama3:8b,qg_squad,Typical measurements of light have used a Dosimeter. Dosimeters measure an individual's or an object,What kind of Dosimeters were mentioned in the passage?,light dosimeters and ultraviolet dosimeters
llama3:8b,qg_squad,"West has additionally appeared and participated in many fundraisers, benefit concerts, and has done ",What has West participated in for Hurricane Katrina relief?,Fundraisers
llama3:8b,qg_squad,"West has additionally appeared and participated in many fundraisers, benefit concerts, and has done ",Which organization did West work with for a Live Earth concert benefit?,Nike
llama3:8b,qg_squad,"West has additionally appeared and participated in many fundraisers, benefit concerts, and has done ",What is the purpose of an MTV special that West helped with?,To help young Iraq War veterans who struggle through debt and PTSD get a second chance after returning home
llama3:8b,qg_squad,"West has additionally appeared and participated in many fundraisers, benefit concerts, and has done ",Which event did West participate in for World Water Day?,Rally and march
llama3:8b,qg_squad,"West has additionally appeared and participated in many fundraisers, benefit concerts, and has done ",What is the name of the foundation that West has worked with?,Kanye West Foundation
llama3:8b,qg_squad,The New York metropolitan area is home to a self-identifying gay and bisexual community estimated at,What is the estimated size of the self-identifying gay and bisexual community in the New York metropolitan area?,"568,903"
llama3:8b,qg_squad,The New York metropolitan area is home to a self-identifying gay and bisexual community estimated at,Is the self-identifying gay and bisexual community in the New York metropolitan area the largest in the United States?,Yes
llama3:8b,qg_squad,The New York metropolitan area is home to a self-identifying gay and bisexual community estimated at,What date did same-sex marriages become legalized in New York?,"June 24, 2011"
llama3:8b,qg_squad,The New York metropolitan area is home to a self-identifying gay and bisexual community estimated at,When were same-sex marriages authorized to take place after legalization in New York?,30 days thereafter
llama3:8b,qg_squad,The New York metropolitan area is home to a self-identifying gay and bisexual community estimated at,What is the status of same-sex marriage in New York according to the passage?,Authorized
llama3:8b,qg_squad,"Chen Qingying, Professor of History and Director of the History Studies Institute under the China Ti",What positions were conferred on ex-Yuan Tibetan leaders?,New official positions
llama3:8b,qg_squad,"Chen Qingying, Professor of History and Director of the History Studies Institute under the China Ti",To whom did the Emperor appoint main Zong leaders?,Senior officers of the Senior Command of Dbus and Gtsang
llama3:8b,qg_squad,"Chen Qingying, Professor of History and Director of the History Studies Institute under the China Ti",What type of positions were established by the Ming court in Tibet?,Hereditary positions
llama3:8b,qg_squad,"Chen Qingying, Professor of History and Director of the History Studies Institute under the China Ti",Who approved the succession of some important posts?,The emperor
llama3:8b,qg_squad,"Chen Qingying, Professor of History and Director of the History Studies Institute under the China Ti",What had to be returned to the Ming court for renewal?,Old imperial mandates
llama3:8b,qg_squad,"Notre Dame rose to national prominence in the early 1900s for its Fighting Irish football team, espe",What led to Notre Dame's rise to national prominence?,its Fighting Irish football team
llama3:8b,qg_squad,"Notre Dame rose to national prominence in the early 1900s for its Fighting Irish football team, espe",Who was the legendary coach of the Fighting Irish football team?,Knute Rockne
llama3:8b,qg_squad,"Notre Dame rose to national prominence in the early 1900s for its Fighting Irish football team, espe",How many consensus national championships has the Notre Dame football team accumulated?,eleven
llama3:8b,qg_squad,"Notre Dame rose to national prominence in the early 1900s for its Fighting Irish football team, espe",What is the collective name for Notre Dame's athletic teams?,the Fighting Irish
