model,dataset,passage,question,answer
llama3:8b,qg_squadshifts_nyt,"Justice Samuel A. Alito Jr. concurred on similar grounds. When one hears the term “tangible object,”",How does Justice Kagan describe the law in Yates v. United States?,"too broad and undifferentiated, with too-high maximum penalties, which give prosecutors too much leverage and sentencers too much discretion"
llama3:8b,qg_squadshifts_nyt,"Justice Samuel A. Alito Jr. concurred on similar grounds. When one hears the term “tangible object,”",What is Justice Kagan's opinion about the court rewriting the law?,it was 'broad but clear' and it's not up to the court to rewrite it
llama3:8b,qg_squadshifts_nyt,"Justice Samuel A. Alito Jr. concurred on similar grounds. When one hears the term “tangible object,”",What book does Justice Kagan cite as authority for a definition of a 'tangible object'?,One Fish Two Fish Red Fish Blue Fish
llama3:8b,qg_squadshifts_nyt,"Rousey started the fight on the attack, perhaps looking for another quick win. But she found herself",Did Rousey start the fight aggressively?,Yes
llama3:8b,qg_squadshifts_nyt,"Rousey started the fight on the attack, perhaps looking for another quick win. But she found herself",Why did Rousey struggle to take Holm down?,Holm's superior reach
llama3:8b,qg_squadshifts_nyt,"Rousey started the fight on the attack, perhaps looking for another quick win. But she found herself",What finished Rousey off in the fight?,A nasty kick to the head
llama3:8b,qg_squadshifts_nyt,"Rousey started the fight on the attack, perhaps looking for another quick win. But she found herself",Did Rousey make a post-fight statement?,No
llama3:8b,qg_squadshifts_nyt,"Rousey started the fight on the attack, perhaps looking for another quick win. But she found herself",What did Rousey write on her Instagram post after the fight?,"'I’m going to take a little bit of time, but I’ll be back.'"
llama3:8b,qg_squadshifts_nyt,"Northwestern University, which strongly urged its players to vote down the union ahead of last year’",What was Northwestern University's stance on unionization and collective bargaining?,Not the appropriate methods
llama3:8b,qg_squadshifts_nyt,"Northwestern University, which strongly urged its players to vote down the union ahead of last year’",How many conferences praised the N.L.R.B. decision?,31
llama3:8b,qg_squadshifts_nyt,"Northwestern University, which strongly urged its players to vote down the union ahead of last year’",Who agreed with Northwestern University's position on the labor petition?,N.L.R.B.
llama3:8b,qg_squadshifts_nyt,"Northwestern University, which strongly urged its players to vote down the union ahead of last year’",What would the N.C.A.A.'s chief legal officer Donald Remy say would happen if the labor petition was approved?,Instability to college sports
llama3:8b,qg_squadshifts_nyt,"Northwestern University, which strongly urged its players to vote down the union ahead of last year’","Who released a statement from Alan Cubbage, a spokesman?",Northwestern University
llama3:8b,qg_squadshifts_nyt,"The Afghan government side included a diverse array of representatives, among them former members of",What was the composition of the Afghan government side at the Pugwash Conference?,"Former members of the Taliban, Tajik, Pashtun and Uzbek leaders, and President Ashraf Ghani’s uncle"
llama3:8b,qg_squadshifts_nyt,"The Afghan government side included a diverse array of representatives, among them former members of",Who agreed on the list of attendees to the Pugwash Conference for the government delegation?,The Taliban
llama3:8b,qg_squadshifts_nyt,"The Afghan government side included a diverse array of representatives, among them former members of",Why did the Taliban insist that members of the government delegation attend as individuals in personal capacities?,No specified reason given
llama3:8b,qg_squadshifts_nyt,"The Afghan government side included a diverse array of representatives, among them former members of","How many women were part of the Afghan government delegation, according to Mr. Mutmaeen?","At least two, possibly three"
llama3:8b,qg_squadshifts_nyt,"The Afghan government side included a diverse array of representatives, among them former members of",What groups had been complaining that they were bypassed in previous attempts to open talks with the Taliban?,Afghan women’s groups
llama3:8b,qg_squadshifts_nyt,The decade-old United Nations-backed tribunal has delivered guilty verdicts to only three defendants,How many defendants have the UN-backed tribunal delivered guilty verdicts to?,Three
llama3:8b,qg_squadshifts_nyt,The decade-old United Nations-backed tribunal has delivered guilty verdicts to only three defendants,Who is strongly opposed to the case against Ao An?,"The Cambodian government, police, and national investigating judge"
llama3:8b,qg_squadshifts_nyt,The decade-old United Nations-backed tribunal has delivered guilty verdicts to only three defendants,Why have high-profile figures in present-day Cambodian politics been unwilling to cooperate with the tribunal?,They fear they could be implicated in the defendants' testimony
llama3:8b,qg_squadshifts_nyt,The decade-old United Nations-backed tribunal has delivered guilty verdicts to only three defendants,What has already been criticized about the tribunal?,Its slow progress
llama3:8b,qg_squadshifts_nyt,The decade-old United Nations-backed tribunal has delivered guilty verdicts to only three defendants,How many decades old is the UN-backed tribunal?,Decade-old
llama3:8b,qg_squadshifts_nyt,"Through the decades, Mr. Ingrasselino would respond as a police officer and chief to a number of tra",When did Mr. Ingrasselino retire?,2012
llama3:8b,qg_squadshifts_nyt,"Through the decades, Mr. Ingrasselino would respond as a police officer and chief to a number of tra",What is the name of the metric used by the Federal Railroad Administration to predict accidents?,accident prediction value
llama3:8b,qg_squadshifts_nyt,"Through the decades, Mr. Ingrasselino would respond as a police officer and chief to a number of tra",Where does Midland Avenue intersect with New Jersey Transit tracks?,in his Bergen County town
llama3:8b,qg_squadshifts_nyt,"Through the decades, Mr. Ingrasselino would respond as a police officer and chief to a number of tra",How many question-answer pairs are provided?,4
llama3:8b,qg_squadshifts_nyt,"Through the decades, Mr. Ingrasselino would respond as a police officer and chief to a number of tra",Is the grade crossing among the most dangerous in the country?,Yes
llama3:8b,qg_squadshifts_nyt,The ties that bound Mr. Ghani to many of the dinner guests on Tuesday reflected a little-noticed sto,How long have American forces been engaged in nation-building in Afghanistan?,more than 13 years
llama3:8b,qg_squadshifts_nyt,The ties that bound Mr. Ghani to many of the dinner guests on Tuesday reflected a little-noticed sto,What is the American national security establishment afraid of in regards to a hasty withdrawal from Afghanistan?,a repeat of what has happened in Iraq
llama3:8b,qg_squadshifts_nyt,The ties that bound Mr. Ghani to many of the dinner guests on Tuesday reflected a little-noticed sto,Who is Mr. Ghani foremost among?,the nation's most senior officials
llama3:8b,qg_squadshifts_nyt,The ties that bound Mr. Ghani to many of the dinner guests on Tuesday reflected a little-noticed sto,What did Mr. Ghani share a story with at dinner on Tuesday?,many of the dinner guests
llama3:8b,qg_squadshifts_nyt,The ties that bound Mr. Ghani to many of the dinner guests on Tuesday reflected a little-noticed sto,How long has America's longest war been going on?,more than 13 years
llama3:8b,qg_squadshifts_nyt,"What You’ll Pay In the third quarter of 2015, the median sales price of a condo in Clinton Hill was ",What was the median sales price of a condo in Clinton Hill in Q3 2015?,"$849,000"
llama3:8b,qg_squadshifts_nyt,"What You’ll Pay In the third quarter of 2015, the median sales price of a condo in Clinton Hill was ",How much did the median condo sales price increase from the same period last year?,28 percent
llama3:8b,qg_squadshifts_nyt,"What You’ll Pay In the third quarter of 2015, the median sales price of a condo in Clinton Hill was ",What was the median sales price of a co-op in Clinton Hill in Q3 2015?,"$542,000"
llama3:8b,qg_squadshifts_nyt,"What You’ll Pay In the third quarter of 2015, the median sales price of a condo in Clinton Hill was ",How much did the median co-op sales price increase from the same period last year?,13 percent
llama3:8b,qg_squadshifts_nyt,"What You’ll Pay In the third quarter of 2015, the median sales price of a condo in Clinton Hill was ",What was the median price of townhouse sales in Clinton Hill in Q3 2015?,$2.67 million
llama3:8b,qg_squadshifts_nyt,"President Obama has already started to grapple with that change. Under orders from the White House, ",Has President Obama started to grapple with changes in water management?,Yes
llama3:8b,qg_squadshifts_nyt,"President Obama has already started to grapple with that change. Under orders from the White House, ",What is the focus of the Bureau of Reclamation's studies under orders from the White House?,The impact of global warming on Western water basins
llama3:8b,qg_squadshifts_nyt,"President Obama has already started to grapple with that change. Under orders from the White House, ",How many Western water basins are being studied by the Bureau of Reclamation?,22
llama3:8b,qg_squadshifts_nyt,"President Obama has already started to grapple with that change. Under orders from the White House, ",What is the target of Republican majority in Congress regarding climate change research and policies?,To cut or stop it
llama3:8b,qg_squadshifts_nyt,"President Obama has already started to grapple with that change. Under orders from the White House, ",What could be the cost to taxpayers for a new water infrastructure across half of the United States?,Billions of dollars
llama3:8b,qg_squadshifts_nyt,"I am especially partial to these kinds of “work” books, these generally antiquated, patient things, ",What kind of books does the author prefer?,Work books
llama3:8b,qg_squadshifts_nyt,"I am especially partial to these kinds of “work” books, these generally antiquated, patient things, ","How do people, including the author, use 'work' books?",For an altered state
llama3:8b,qg_squadshifts_nyt,"I am especially partial to these kinds of “work” books, these generally antiquated, patient things, ",What did Fort label as peaches when he was a kid?,Tins of plums to tins of string beans
llama3:8b,qg_squadshifts_nyt,"I am especially partial to these kinds of “work” books, these generally antiquated, patient things, ",What does the author find in 'Wild Talents' when opening it to a random page?,Fort narrating how he labeled tins as peaches
llama3:8b,qg_squadshifts_nyt,"I am especially partial to these kinds of “work” books, these generally antiquated, patient things, ",What does Fort connect his peach-labeled tins to?,A string of unsolved murders across time and space
llama3:8b,qg_squadshifts_nyt,Justice Ginsburg was appointed by President Jimmy Carter to the United States Court of Appeals for t,Who appointed Justice Ginsburg to the United States Court of Appeals for the District of Columbia Circuit?,President Jimmy Carter
llama3:8b,qg_squadshifts_nyt,Justice Ginsburg was appointed by President Jimmy Carter to the United States Court of Appeals for t,Who elevated Justice Ginsburg to the Supreme Court?,President Bill Clinton
llama3:8b,qg_squadshifts_nyt,Justice Ginsburg was appointed by President Jimmy Carter to the United States Court of Appeals for t,What was Justice Ginsburg's position in the women's movement?,Second female justice
llama3:8b,qg_squadshifts_nyt,Justice Ginsburg was appointed by President Jimmy Carter to the United States Court of Appeals for t,Who published the biography 'Notorious RBG: The Life and Times of Ruth Bader Ginsburg'?,Irin Carmon and Shana Knizhnik
llama3:8b,qg_squadshifts_nyt,Justice Ginsburg was appointed by President Jimmy Carter to the United States Court of Appeals for t,What award did Ms. Steinem receive in 2013?,Presidential Medal of Freedom
llama3:8b,qg_squadshifts_nyt,"With the simplicity of a fable and the drama of a psychological thriller, Ball tells a story about s",What does Ball's writing style resemble?,A fable and a psychological thriller
llama3:8b,qg_squadshifts_nyt,"With the simplicity of a fable and the drama of a psychological thriller, Ball tells a story about s",What is the theme of Ball's story about starting over?,Reconstructing life from its most basic elements
llama3:8b,qg_squadshifts_nyt,"With the simplicity of a fable and the drama of a psychological thriller, Ball tells a story about s",What does Ball consider gravestones to be?,Irrational
llama3:8b,qg_squadshifts_nyt,"With the simplicity of a fable and the drama of a psychological thriller, Ball tells a story about s",Why do people yearn to keep dead things living?,To make unreasonable things reasonable
llama3:8b,qg_squadshifts_nyt,"With the simplicity of a fable and the drama of a psychological thriller, Ball tells a story about s","What is the purpose of living, according to Ball?","So, a person should live"
llama3:8b,qg_squadshifts_nyt,"Ukrainians greeted the news with much the same skepticism as the experts, though mingled with relief",What was Ukrainians' initial reaction to the news?,Skepticism
llama3:8b,qg_squadshifts_nyt,"Ukrainians greeted the news with much the same skepticism as the experts, though mingled with relief",Who said 'Putin is a very aggressive person'?,Dmitri Kolesnik
llama3:8b,qg_squadshifts_nyt,"Ukrainians greeted the news with much the same skepticism as the experts, though mingled with relief",Why did Dmitri Kolesnik think the odds of peace were low?,Because Putin's promises are not always trustworthy
llama3:8b,qg_squadshifts_nyt,"Ukrainians greeted the news with much the same skepticism as the experts, though mingled with relief",What was the city mentioned in the passage?,Kharkiv
llama3:8b,qg_squadshifts_nyt,"Ukrainians greeted the news with much the same skepticism as the experts, though mingled with relief",What percentage did Dmitri Kolesnik give for the chances of peace?,50-50
llama3:8b,qg_squadshifts_nyt,"In recent decades, the ecology of the delta deteriorated to the verge of collapse, with many of Cali",What happened to California's native fishes?,They are believed to be in danger of extinction
llama3:8b,qg_squadshifts_nyt,"In recent decades, the ecology of the delta deteriorated to the verge of collapse, with many of Cali",Why is the ecology of the delta deteriorated?,Excessive pumping was a contributing factor
llama3:8b,qg_squadshifts_nyt,"In recent decades, the ecology of the delta deteriorated to the verge of collapse, with many of Cali",What has been done by Congress to address the issue?,Restrictions were imposed to reduce water for farmers
llama3:8b,qg_squadshifts_nyt,"In recent decades, the ecology of the delta deteriorated to the verge of collapse, with many of Cali",What happened to shallow wells across large parts of the Central Valley?,They ran dry
llama3:8b,qg_squadshifts_nyt,"In recent decades, the ecology of the delta deteriorated to the verge of collapse, with many of Cali",Why are farmers in the Central Valley pumping groundwater at a furious rate?,To survive due to drought
llama3:8b,qg_squadshifts_nyt,"State Representative Eric Burlison, who sponsored the legislation and says it would draw new busines",Who sponsored the legislation?,Eric Burlison
llama3:8b,qg_squadshifts_nyt,"State Representative Eric Burlison, who sponsored the legislation and says it would draw new busines",What is Mr. Burlison's optimism level regarding the veto being overturned?,'Optimistic'
llama3:8b,qg_squadshifts_nyt,"State Representative Eric Burlison, who sponsored the legislation and says it would draw new busines",How do union leaders feel about the veto holding up?,Hopeful
llama3:8b,qg_squadshifts_nyt,"State Representative Eric Burlison, who sponsored the legislation and says it would draw new busines",Which states have implemented right-to-work policies with Republican governors and legislatures?,"Wisconsin, Indiana, Michigan"
llama3:8b,qg_squadshifts_nyt,"State Representative Eric Burlison, who sponsored the legislation and says it would draw new busines",What is the main concern of union leaders regarding the legislation?,Weakening unions
llama3:8b,qg_squadshifts_nyt,So schools have evolved to place more emphasis on the collaborative filmmaking process. “Incoming st,What do schools teach students about storytelling?,How to work together
llama3:8b,qg_squadshifts_nyt,So schools have evolved to place more emphasis on the collaborative filmmaking process. “Incoming st,Why are computer-generated visual effects important in the film industry?,They have replaced movie stars as the primary reason people buy tickets
llama3:8b,qg_squadshifts_nyt,So schools have evolved to place more emphasis on the collaborative filmmaking process. “Incoming st,What is a growing focus in film schools across the board?,Creating entertainment for an increasingly diverse audience
llama3:8b,qg_squadshifts_nyt,So schools have evolved to place more emphasis on the collaborative filmmaking process. “Incoming st,What is one of the new classes offered at DePaul University's film program?,Writing the Web Series
llama3:8b,qg_squadshifts_nyt,So schools have evolved to place more emphasis on the collaborative filmmaking process. “Incoming st,Is there a guarantee of a career in film school?,No
llama3:8b,qg_squadshifts_nyt,"“I was filled with social reform zeal,” she said. “It was a big thing for my parents, who had not go",What kind of zeal did she have?,Social reform zeal
llama3:8b,qg_squadshifts_nyt,"“I was filled with social reform zeal,” she said. “It was a big thing for my parents, who had not go",How was her parents' reaction to her going to college?,It was a big thing for them
llama3:8b,qg_squadshifts_nyt,"“I was filled with social reform zeal,” she said. “It was a big thing for my parents, who had not go","Why did the president, Anne Gary Pannell, retire when the class of 1971 graduated?",She was worn out dealing with strife on campus
llama3:8b,qg_squadshifts_nyt,"“Sooner or later you fall on one side or the other,” he added. “Ortega has shown us that he has a te",Who does Ortega have a tendency to do something?,Fall on one side or the other
llama3:8b,qg_squadshifts_nyt,"“Sooner or later you fall on one side or the other,” he added. “Ortega has shown us that he has a te",When did Fidel Castro begin to soften his stance on the church?,After the fall of the Soviet Union in the early 1990s
llama3:8b,qg_squadshifts_nyt,"“Sooner or later you fall on one side or the other,” he added. “Ortega has shown us that he has a te",What was issued by the church in 1993?,A statement
llama3:8b,qg_squadshifts_nyt,"“Sooner or later you fall on one side or the other,” he added. “Ortega has shown us that he has a te",What did the church's 1993 statement call for?,More openness to ideas outside of the state
llama3:8b,qg_squadshifts_nyt,"“Sooner or later you fall on one side or the other,” he added. “Ortega has shown us that he has a te",When did Castro issue a statement that sent waves through the Catholic community and government?,In 1993
llama3:8b,qg_squadshifts_nyt,"In the misguided popular lore, the display says, the woman was driving when the coffee spilled (she ",Was the woman driving when the coffee spilled?,no
llama3:8b,qg_squadshifts_nyt,"In the misguided popular lore, the display says, the woman was driving when the coffee spilled (she ",How badly was the woman injured?,"badly, with third-degree burns"
llama3:8b,qg_squadshifts_nyt,"In the misguided popular lore, the display says, the woman was driving when the coffee spilled (she ",What did the company initially request to cover medical expenses?,"$20,000"
llama3:8b,qg_squadshifts_nyt,"In the misguided popular lore, the display says, the woman was driving when the coffee spilled (she ",How much did the woman receive in settlement?,"less than $500,000"
llama3:8b,qg_squadshifts_nyt,"In the misguided popular lore, the display says, the woman was driving when the coffee spilled (she ",How much money was raised for the museum location?,close to $3 million
llama3:8b,qg_squadshifts_nyt,"Gamal Eid, executive director of the Arabic Network for Human Rights Information, noted that only a ",Who is Gamal Eid?,executive director of the Arabic Network for Human Rights Information
llama3:8b,qg_squadshifts_nyt,"Gamal Eid, executive director of the Arabic Network for Human Rights Information, noted that only a ",What did the police killings send a message about?,"that if you object to Sisi, your blood is permissible"
llama3:8b,qg_squadshifts_nyt,"Gamal Eid, executive director of the Arabic Network for Human Rights Information, noted that only a ",How does Gamal Eid describe President Sisi's police force?,clenching its fist even more tightly than former President Hosni Mubarak’s — 'with all its monstrosity'
llama3:8b,qg_squadshifts_nyt,"Gamal Eid, executive director of the Arabic Network for Human Rights Information, noted that only a ",What did Gamal Eid compare the police force to?,the Gestapo in East Germany or the Savak political police of Iran under the Shah
llama3:8b,qg_squadshifts_nyt,"Gamal Eid, executive director of the Arabic Network for Human Rights Information, noted that only a ",Who was Ms. Sabbagh?,one of the victims killed by the police
llama3:8b,qg_squadshifts_nyt,"Founded and run by British-born Marie Hill, this shop trains, employs and supports Cambodian crafts ",Who founded and runs the shop?,Marie Hill
llama3:8b,qg_squadshifts_nyt,"Founded and run by British-born Marie Hill, this shop trains, employs and supports Cambodian crafts ",What kind of pendants are sold in the shop?,Silver filigree pendants
llama3:8b,qg_squadshifts_nyt,"Founded and run by British-born Marie Hill, this shop trains, employs and supports Cambodian crafts ",What is Ammo brand jewelry made from?,Recycled brass bullet caps and silver
llama3:8b,qg_squadshifts_nyt,"Founded and run by British-born Marie Hill, this shop trains, employs and supports Cambodian crafts ",Who is a renowned luxury fashion designer?,Eric Raisina
llama3:8b,qg_squadshifts_nyt,"Founded and run by British-born Marie Hill, this shop trains, employs and supports Cambodian crafts ",What are silk fur stoles ideal for?,Travel
llama3:8b,qg_squadshifts_nyt,The Bronx led the city’s five boroughs in the largest percentage of new chain stores from 2014 to 20,What was the increase in new chain stores in The Bronx from 2014 to 2015?,30
llama3:8b,qg_squadshifts_nyt,The Bronx led the city’s five boroughs in the largest percentage of new chain stores from 2014 to 20,How many new chain stores were there in The Bronx by the end of 2015?,944
llama3:8b,qg_squadshifts_nyt,The Bronx led the city’s five boroughs in the largest percentage of new chain stores from 2014 to 20,What did some customers say they would miss about Zaro's?,Fresh bread and bagels
llama3:8b,qg_squadshifts_nyt,The Bronx led the city’s five boroughs in the largest percentage of new chain stores from 2014 to 20,How many years had Nur Moznu worked for Zaro's?,9
llama3:8b,qg_squadshifts_nyt,"So let’s talk about our business, the media! This week Business Insider, the scrappy tech- and finan",Who founded Business Insider?,Henry Blodget
llama3:8b,qg_squadshifts_nyt,"So let’s talk about our business, the media! This week Business Insider, the scrappy tech- and finan",How much did Axel Springer pay to acquire Business Insider?,$343 million
llama3:8b,qg_squadshifts_nyt,"So let’s talk about our business, the media! This week Business Insider, the scrappy tech- and finan",How much money did BuzzFeed raise from NBC Universal?,$200 million
llama3:8b,qg_squadshifts_nyt,"So let’s talk about our business, the media! This week Business Insider, the scrappy tech- and finan",How much money did Vox raise from NBC Universal?,$200 million
llama3:8b,qg_squadshifts_nyt,"So let’s talk about our business, the media! This week Business Insider, the scrappy tech- and finan",What is the name of the German media company that acquired Business Insider?,Axel Springer
llama3:8b,qg_squadshifts_nyt,"Mrs. Geller, 27, is a litigation associate at the law firm Farber, Pappalardo & Carbonari in White P",What is Mrs. Geller's age?,27
llama3:8b,qg_squadshifts_nyt,"Mrs. Geller, 27, is a litigation associate at the law firm Farber, Pappalardo & Carbonari in White P",Where does Mrs. Geller work?,"Farber, Pappalardo & Carbonari"
llama3:8b,qg_squadshifts_nyt,"Mrs. Geller, 27, is a litigation associate at the law firm Farber, Pappalardo & Carbonari in White P",What is the name of Mr. Geller's workplace?,Boy Genius Report
llama3:8b,qg_squadshifts_nyt,"Mrs. Geller, 27, is a litigation associate at the law firm Farber, Pappalardo & Carbonari in White P",What is Mr. Geller's father's profession?,Owner and chairman of SLG Advertising
llama3:8b,qg_squadshifts_nyt,"Mrs. Geller, 27, is a litigation associate at the law firm Farber, Pappalardo & Carbonari in White P",Where does Mrs. Geller's mother work?,Calvary Hospital in the Bronx
llama3:8b,qg_squadshifts_nyt,Greek officials have told journalists that Mr. Tsipras will not seek financial aid from Russia. But ,Will Greece seek financial aid from Russia?,No
llama3:8b,qg_squadshifts_nyt,Greek officials have told journalists that Mr. Tsipras will not seek financial aid from Russia. But ,What is Mr. Tsipras' stance on European sanctions against Russia?,'Dead-end policy'
llama3:8b,qg_squadshifts_nyt,Greek officials have told journalists that Mr. Tsipras will not seek financial aid from Russia. But ,Why are the European sanctions harmful according to the passage?,Because they have a real impact on Russia
llama3:8b,qg_squadshifts_nyt,Greek officials have told journalists that Mr. Tsipras will not seek financial aid from Russia. But ,What has Mr. Putin done to court the government of Cyprus?,Provided a loan and reached an agreement allowing Russian warships to dock
llama3:8b,qg_squadshifts_nyt,Greek officials have told journalists that Mr. Tsipras will not seek financial aid from Russia. But ,"Which party received money from a Russian bank, according to the passage?",The far-right National Front party in France
llama3:8b,qg_squadshifts_nyt,"“Going forward, we will have more security personnel inside,” he said, noting that the protester’s w",Will there be more security personnel inside?,Yes
llama3:8b,qg_squadshifts_nyt,"“Going forward, we will have more security personnel inside,” he said, noting that the protester’s w",Why did Mr. Torgovitsky wait until the end of 'Iolanta'?,To minimize disruption
llama3:8b,qg_squadshifts_nyt,"“Going forward, we will have more security personnel inside,” he said, noting that the protester’s w",What percentage of what Mr. Putin did did Mr. Torgovitsky do?,.001 percent
llama3:8b,qg_squadshifts_nyt,"“Going forward, we will have more security personnel inside,” he said, noting that the protester’s w",Why did Mr. Torgovitsky hope to bring his issue visibility and discussion?,To bring the issue visibility and discussion
llama3:8b,qg_squadshifts_nyt,"“Going forward, we will have more security personnel inside,” he said, noting that the protester’s w",What was Mr. Torgovitsky's goal in ignoring the feelings of Netrebko and Gergiev?,To bring this issue visibility and discussion
llama3:8b,qg_squadshifts_nyt,"I could devote a whole report to the wrenching, blazing and vehement account of Shostakovich’s Symph",Who composed Symphony No. 10 in E minor?,Shostakovich
llama3:8b,qg_squadshifts_nyt,"I could devote a whole report to the wrenching, blazing and vehement account of Shostakovich’s Symph",How long is the symphony?,Hourlong
llama3:8b,qg_squadshifts_nyt,"I could devote a whole report to the wrenching, blazing and vehement account of Shostakovich’s Symph",When was the composer of the symphony deceased?,After Stalin's death
llama3:8b,qg_squadshifts_nyt,"I could devote a whole report to the wrenching, blazing and vehement account of Shostakovich’s Symph",What kind of performance did Mr. Gilbert lead?,Commanding
llama3:8b,qg_squadshifts_nyt,"I could devote a whole report to the wrenching, blazing and vehement account of Shostakovich’s Symph",What is the tempo of the Allegro movement?,Intensity bordering on sheer terror
llama3:8b,qg_squadshifts_nyt,"The fleeting pleasures of “People Places Things,” Jim Strouse’s winsome trifle of a comedy, derive a",Who plays the role of Will in the movie?,Jemaine Clement
llama3:8b,qg_squadshifts_nyt,"The fleeting pleasures of “People Places Things,” Jim Strouse’s winsome trifle of a comedy, derive a",What is Will's profession?,Graphic novelist and teacher of comic book art
llama3:8b,qg_squadshifts_nyt,"The fleeting pleasures of “People Places Things,” Jim Strouse’s winsome trifle of a comedy, derive a",Where does the story begin?,At a fifth birthday party in his family's Brooklyn brownstone
llama3:8b,qg_squadshifts_nyt,"The fleeting pleasures of “People Places Things,” Jim Strouse’s winsome trifle of a comedy, derive a",Who is Will's wife?,Charlie
llama3:8b,qg_squadshifts_nyt,"The fleeting pleasures of “People Places Things,” Jim Strouse’s winsome trifle of a comedy, derive a",What is Charlie doing with Gary when Will finds her?,Having sex
llama3:8b,qg_squadshifts_nyt,"A baby girl, only a few minutes old, swaddled in a blanket or clothes, was breathing on the hood of ",Where did the baby girl find herself?,On the hood of a car
llama3:8b,qg_squadshifts_nyt,"A baby girl, only a few minutes old, swaddled in a blanket or clothes, was breathing on the hood of ",How old was the mother?,22
llama3:8b,qg_squadshifts_nyt,"A baby girl, only a few minutes old, swaddled in a blanket or clothes, was breathing on the hood of ",What was the mother's condition when found?,Fatally stabbed
llama3:8b,qg_squadshifts_nyt,"A baby girl, only a few minutes old, swaddled in a blanket or clothes, was breathing on the hood of ",Where did the incident occur?,Wakefield section of the Bronx
llama3:8b,qg_squadshifts_nyt,"A baby girl, only a few minutes old, swaddled in a blanket or clothes, was breathing on the hood of ",How far along was the mother in her pregnancy?,Close to nine months
llama3:8b,qg_squadshifts_nyt,"So, as the guidelines have recommended cutting down on meat, especially red meat, this meant that ma",What did people do in response to guidelines recommending cutting down on meat?,increase their consumption of carbohydrates
llama3:8b,qg_squadshifts_nyt,"So, as the guidelines have recommended cutting down on meat, especially red meat, this meant that ma",What do some believe excessive carbohydrate consumption may be contributing to?,obesity and diabetes epidemics
llama3:8b,qg_squadshifts_nyt,"So, as the guidelines have recommended cutting down on meat, especially red meat, this meant that ma",Does replacing fat with carbohydrates protect against cardiovascular problems?,no
llama3:8b,qg_squadshifts_nyt,"So, as the guidelines have recommended cutting down on meat, especially red meat, this meant that ma",How much sodium is recommended daily for special populations in light of new evidence?,"less emphasis on the 1,500-milligram limit"
llama3:8b,qg_squadshifts_nyt,"So, as the guidelines have recommended cutting down on meat, especially red meat, this meant that ma",What type of fat is being limited by dietary recommendations?,saturated fat
llama3:8b,qg_squadshifts_nyt,"Was that venerable PBS venturing into the lowbrow world of veterinary television this week? Yes, it ",What type of TV series was 'Operation Wild'?,veterinary
llama3:8b,qg_squadshifts_nyt,"Was that venerable PBS venturing into the lowbrow world of veterinary television this week? Yes, it ",On which day did 'Operation Wild' begin on PBS?,Wednesday
llama3:8b,qg_squadshifts_nyt,"Was that venerable PBS venturing into the lowbrow world of veterinary television this week? Yes, it ","Where was an elephant shot in the leg, as mentioned in the passage?",Laos
llama3:8b,qg_squadshifts_nyt,"Was that venerable PBS venturing into the lowbrow world of veterinary television this week? Yes, it ","What type of medical care is often adapted for use with wild animals, according to the passage?",human
llama3:8b,qg_squadshifts_nyt,"Was that venerable PBS venturing into the lowbrow world of veterinary television this week? Yes, it ","What was restored to an orangutan in next week's installment, as mentioned in the passage?",sight
llama3:8b,qg_squadshifts_nyt,"Mr. Shin has been examined by doctors who believe he was subjected to torture and child labor, given",What is Mr. Shin's suspected history?,torture and child labor
llama3:8b,qg_squadshifts_nyt,"Mr. Shin has been examined by doctors who believe he was subjected to torture and child labor, given",Why did the author not go to South Korea early on?,I believed going there would be a betrayal of my country — and that my family might be punished as a result
llama3:8b,qg_squadshifts_nyt,"Mr. Shin has been examined by doctors who believe he was subjected to torture and child labor, given",What are some challenges faced by defectors in South Korea?,"lack of education and job skills, discrimination, loneliness and emotional turmoil"
llama3:8b,qg_squadshifts_nyt,"Mr. Shin has been examined by doctors who believe he was subjected to torture and child labor, given",Why did the author decide to create a false identity?,I was terrified of being captured or betrayed
llama3:8b,qg_squadshifts_nyt,"Mr. Shin has been examined by doctors who believe he was subjected to torture and child labor, given",What is the suspected fate of double defectors who return to North Korea?,it's unclear what eventually happens to them — but Pyongyang has started using these 'double defectors' for its propaganda
llama3:8b,qg_squadshifts_nyt,"Duodenoscopes have been implicated in similar outbreaks at other hospitals. In 2013, 39 patients at ",How many patients were infected with CRE at Advocate Lutheran General Hospital?,39
llama3:8b,qg_squadshifts_nyt,"Duodenoscopes have been implicated in similar outbreaks at other hospitals. In 2013, 39 patients at ",What was the cause of infections in Los Angeles and Advocate Lutheran General Hospital?,Carbapenem-resistant Enterobacteriaceae (CRE)
llama3:8b,qg_squadshifts_nyt,"Duodenoscopes have been implicated in similar outbreaks at other hospitals. In 2013, 39 patients at ",How many patients had been infected with CRE at Virginia Mason Hospital from November 2012 to early 2014?,32
llama3:8b,qg_squadshifts_nyt,"Duodenoscopes have been implicated in similar outbreaks at other hospitals. In 2013, 39 patients at ",How many patients died due to infections at Virginia Mason Hospital?,11
llama3:8b,qg_squadshifts_nyt,"Duodenoscopes have been implicated in similar outbreaks at other hospitals. In 2013, 39 patients at ",Was it clear that the infections were the cause of death at Virginia Mason Hospital?,No
llama3:8b,qg_squadshifts_nyt,Nine of the Turkish citizens arrested in Shanghai had come to China to hand over their passports to ,How many Turkish citizens were arrested in Shanghai?,Nine
