model,dataset,passage,question,answer
llama3:8b,qg_squadshifts_new_wiki,Towns and townships are subdivisions of counties. The terms townships and towns are closely related ,Do powers granted to towns or townships vary from state to state?,Considerably
llama3:8b,qg_squadshifts_new_wiki,Towns and townships are subdivisions of counties. The terms townships and towns are closely related ,What is the role of towns in New England,Principal form of local government
llama3:8b,qg_squadshifts_new_wiki,Towns and townships are subdivisions of counties. The terms townships and towns are closely related ,"In California, what does 'town' mean",Another word for 'city'
llama3:8b,qg_squadshifts_new_wiki,"In 2011 and 2012, Connecticut was hit by three major storms in just over 14 months, with all three c",What was the total damage from Hurricane Irene?,$235 million
llama3:8b,qg_squadshifts_new_wiki,"In 2011 and 2012, Connecticut was hit by three major storms in just over 14 months, with all three c",How many days did some areas not see electricity restored after the Halloween nor'easter?,11 days
llama3:8b,qg_squadshifts_new_wiki,"In 2011 and 2012, Connecticut was hit by three major storms in just over 14 months, with all three c",What percentage of homes and businesses lost power due to Hurricane Sandy?,98 percent
llama3:8b,qg_squadshifts_new_wiki,"In 2011 and 2012, Connecticut was hit by three major storms in just over 14 months, with all three c",In what month did Hurricane Irene strike Connecticut?,August
llama3:8b,qg_squadshifts_new_wiki,"In 2011 and 2012, Connecticut was hit by three major storms in just over 14 months, with all three c",How much damage did Hurricane Sandy cause in total?,$360 million
llama3:8b,qg_squadshifts_new_wiki,"In the colonial era, Americans insisted on their rights as Englishmen to have their own legislature ",When did the British Parliament assert its supreme authority to lay taxes?,1765
llama3:8b,qg_squadshifts_new_wiki,"In the colonial era, Americans insisted on their rights as Englishmen to have their own legislature ",What was the first wave of protests in response to British taxation?,The Stamp Act of 1765
llama3:8b,qg_squadshifts_new_wiki,"In the colonial era, Americans insisted on their rights as Englishmen to have their own legislature ",Why did Americans dump British tea into Boston Harbor during the Boston Tea Party?,Because it contained a hidden tax they refused to pay
llama3:8b,qg_squadshifts_new_wiki,"In the colonial era, Americans insisted on their rights as Englishmen to have their own legislature ",When did the American Revolution start?,1775
llama3:8b,qg_squadshifts_new_wiki,"In the colonial era, Americans insisted on their rights as Englishmen to have their own legislature ",How many colonies met together and planned a common front against British taxation for the first time?,13
llama3:8b,qg_squadshifts_new_wiki,"In March 2010, there were protests about the Governor's proposed cut of $65 million in annual fundin",When did protests about Governor's proposed cut of $65 million funding occur?,March 2010
llama3:8b,qg_squadshifts_new_wiki,"In March 2010, there were protests about the Governor's proposed cut of $65 million in annual fundin",How many families would be affected if the Advantage program was halted?,"15,000"
llama3:8b,qg_squadshifts_new_wiki,"In March 2010, there were protests about the Governor's proposed cut of $65 million in annual fundin",Why did a court delay the cut until May 2011?,Doubt over the legality of cancelling the city's commitment
llama3:8b,qg_squadshifts_new_wiki,"In March 2010, there were protests about the Governor's proposed cut of $65 million in annual fundin",What is the result of the Advantage program according to [Coalition for the Homeless] report?,Thousands of formerly-homeless children and families have been forced back into homelessness
llama3:8b,qg_squadshifts_new_wiki,"In March 2010, there were protests about the Governor's proposed cut of $65 million in annual fundin",How much was proposed in cuts to the city's budget for homeless services by Mayor Bloomberg this year?,$37 million
llama3:8b,qg_squadshifts_new_wiki,"In most Spanish-speaking and Portuguese-speaking countries, two or more last names (or surnames) may",What types of countries may use two or more last names?,Spanish-speaking and Portuguese-speaking
llama3:8b,qg_squadshifts_new_wiki,"In most Spanish-speaking and Portuguese-speaking countries, two or more last names (or surnames) may",Which countries place the family name before a person's given name?,"China, Hungary, Japan, Korea, Madagascar, Taiwan, Vietnam, and parts of India"
llama3:8b,qg_squadshifts_new_wiki,"In most Spanish-speaking and Portuguese-speaking countries, two or more last names (or surnames) may",How common is it to use multiple last names in some cultures?,Common
llama3:8b,qg_squadshifts_new_wiki,"In most Spanish-speaking and Portuguese-speaking countries, two or more last names (or surnames) may",In which countries does the family name come before a person's given name?,"China, Hungary, Japan, Korea, Madagascar, Taiwan, Vietnam, and parts of India"
llama3:8b,qg_squadshifts_new_wiki,"In most Spanish-speaking and Portuguese-speaking countries, two or more last names (or surnames) may",What is placed after a person's given name in most Spanish-speaking and Portuguese-speaking countries?,Last names (or surnames)
llama3:8b,qg_squadshifts_new_wiki,"In the current Senate, the Liberal/National Coalition government holds 33 seats and the Australian L",How many seats does the Liberal/National Coalition government hold?,33
llama3:8b,qg_squadshifts_new_wiki,"In the current Senate, the Liberal/National Coalition government holds 33 seats and the Australian L",How many seats does the Australian Labor Party opposition have?,25
llama3:8b,qg_squadshifts_new_wiki,"In the current Senate, the Liberal/National Coalition government holds 33 seats and the Australian L",What is the composition of the crossbench?,"10 Greens seats, and one seat each for Palmer United Party, Australian Motoring Enthusiast Party, Liberal Democrats, Family First Party, and four independents"
llama3:8b,qg_squadshifts_new_wiki,"In the current Senate, the Liberal/National Coalition government holds 33 seats and the Australian L",How many non-government Senators does the Coalition require to pass legislation?,six
llama3:8b,qg_squadshifts_new_wiki,"In the current Senate, the Liberal/National Coalition government holds 33 seats and the Australian L",What is the total number of crossbench seats?,18
llama3:8b,qg_squadshifts_new_wiki,The entrenchment of Bolshevik power began in 1918 with the expulsion of Mensheviks and Socialist Rev,When did the entrenchment of Bolshevik power begin?,1918
llama3:8b,qg_squadshifts_new_wiki,The entrenchment of Bolshevik power began in 1918 with the expulsion of Mensheviks and Socialist Rev,What was the purpose of the Cheka,Confronting anti-Bolshevik elements
llama3:8b,qg_squadshifts_new_wiki,The entrenchment of Bolshevik power began in 1918 with the expulsion of Mensheviks and Socialist Rev,How many uprisings were reported by the Cheka?,118
llama3:8b,qg_squadshifts_new_wiki,The entrenchment of Bolshevik power began in 1918 with the expulsion of Mensheviks and Socialist Rev,Who repressed opposition political parties,Lenin
llama3:8b,qg_squadshifts_new_wiki,The entrenchment of Bolshevik power began in 1918 with the expulsion of Mensheviks and Socialist Rev,When did intense political struggle continue until?,1922
llama3:8b,qg_squadshifts_new_wiki,"The earliest written records of lenses date to Ancient Greece, with Aristophanes' play The Clouds (4",When does the earliest written record of lenses date back to?,Ancient Greece
llama3:8b,qg_squadshifts_new_wiki,"The earliest written records of lenses date to Ancient Greece, with Aristophanes' play The Clouds (4",What is mentioned in Aristophanes' play The Clouds (424 BC) as being used to focus the sun's rays to produce fire?,A biconvex lens
llama3:8b,qg_squadshifts_new_wiki,"The earliest written records of lenses date to Ancient Greece, with Aristophanes' play The Clouds (4","Who was said to watch gladiatorial games using an emerald, which was presumably concave to correct for nearsightedness?",Nero
llama3:8b,qg_squadshifts_new_wiki,"The earliest written records of lenses date to Ancient Greece, with Aristophanes' play The Clouds (4",What is described by both Pliny and Seneca the Younger as having a magnifying effect?,A glass globe filled with water
llama3:8b,qg_squadshifts_new_wiki,"The earliest written records of lenses date to Ancient Greece, with Aristophanes' play The Clouds (4",Who wrote about the burning-glasses being known to the Roman Empire?,Pliny the Elder
llama3:8b,qg_squadshifts_new_wiki,Structural engineering dates back to 2700 B.C.E. when the step pyramid for Pharaoh Djoser was built ,When did structural engineering start?,2700 B.C.E.
llama3:8b,qg_squadshifts_new_wiki,Structural engineering dates back to 2700 B.C.E. when the step pyramid for Pharaoh Djoser was built ,Who is the first engineer in history known by name?,Imhotep
llama3:8b,qg_squadshifts_new_wiki,Structural engineering dates back to 2700 B.C.E. when the step pyramid for Pharaoh Djoser was built ,What type of structures were most common in ancient civilizations?,Pyramids
llama3:8b,qg_squadshifts_new_wiki,Executives and managers face a constant tension between centralizing and decentralizing information ,What is the constant tension faced by executives and managers?,Centralizing and decentralizing information technology
llama3:8b,qg_squadshifts_new_wiki,Executives and managers face a constant tension between centralizing and decentralizing information ,Why might decentralization be particularly applicable to certain business units?,"High level of independence, complicated products and customers, and technology less relevant to other units"
llama3:8b,qg_squadshifts_new_wiki,Executives and managers face a constant tension between centralizing and decentralizing information ,What are the two main factors in finding a balance for executives and managers?,Centralizing (lowers costs and allows more control) and decentralizing (allows sub-units and users more control)
llama3:8b,qg_squadshifts_new_wiki,Executives and managers face a constant tension between centralizing and decentralizing information ,Why might centralization be beneficial?,Lowers costs and allows more control by upper management
llama3:8b,qg_squadshifts_new_wiki,Executives and managers face a constant tension between centralizing and decentralizing information ,What depends on analysis of the specific situation for executives and managers?,The right balance between centralizing and decentralizing information technology
llama3:8b,qg_squadshifts_new_wiki,Numbers (both cardinal and ordinal) in names are often represented by digits rather than initial let,What is an example of using digits for ordinal numbers in names?,4GL (Fourth generation language)
llama3:8b,qg_squadshifts_new_wiki,Numbers (both cardinal and ordinal) in names are often represented by digits rather than initial let,What does Y2K stand for?,Year 2000
llama3:8b,qg_squadshifts_new_wiki,Numbers (both cardinal and ordinal) in names are often represented by digits rather than initial let,Why is the SI symbol for 1000 'k' instead of 'K'?,because it stands for kelvin
llama3:8b,qg_squadshifts_new_wiki,Numbers (both cardinal and ordinal) in names are often represented by digits rather than initial let,What is an example of using initials for a group in names?,G77 (Group of 77)
llama3:8b,qg_squadshifts_new_wiki,Numbers (both cardinal and ordinal) in names are often represented by digits rather than initial let,What does i18n stand for?,internationalization
llama3:8b,qg_squadshifts_new_wiki,The United States Hockey League (USHL) welcomed the first female professional hockey player in 1969–,When did the USHL welcome its first female professional hockey player?,1969-70
llama3:8b,qg_squadshifts_new_wiki,The United States Hockey League (USHL) welcomed the first female professional hockey player in 1969–,Who played in pre-season games with the Tampa Bay Lightning and two other teams?,Manon Rhéaume
llama3:8b,qg_squadshifts_new_wiki,The United States Hockey League (USHL) welcomed the first female professional hockey player in 1969–,Which woman played with the Kirkkonummi Salamat in the Finnish men's Suomi-sarja league?,Hayley Wickenheiser
llama3:8b,qg_squadshifts_new_wiki,The United States Hockey League (USHL) welcomed the first female professional hockey player in 1969–,Who are some women who have competed in North American minor leagues?,"Manon Rhéaume, Kelly Dyer, Erin Whitten, Angela Ruggiero"
llama3:8b,qg_squadshifts_new_wiki,The United States Hockey League (USHL) welcomed the first female professional hockey player in 1969–,What was the league Manon Rhéaume played for besides her NHL pre-season games?,None mentioned (implied USHL)
llama3:8b,qg_squadshifts_new_wiki,"A ""penalty shot"" is awarded to a player when the illegal actions of another player stop a clear scor",What is awarded to a player when illegal actions stop a clear scoring opportunity?,A penalty shot
llama3:8b,qg_squadshifts_new_wiki,"A ""penalty shot"" is awarded to a player when the illegal actions of another player stop a clear scor",How many players are on the ice during a penalty shot?,No other players
llama3:8b,qg_squadshifts_new_wiki,"A ""penalty shot"" is awarded to a player when the illegal actions of another player stop a clear scor",Why is a penalty shot awarded for a defender covering the puck in the goal crease?,To compensate for an earlier missed scoring opportunity
llama3:8b,qg_squadshifts_new_wiki,"A ""penalty shot"" is awarded to a player when the illegal actions of another player stop a clear scor",What can intentionally displace their own goal posts during a breakaway?,The goaltender
llama3:8b,qg_squadshifts_new_wiki,"A ""penalty shot"" is awarded to a player when the illegal actions of another player stop a clear scor",When is it allowed to intentionally displace goal posts in regular time?,With less than two minutes to play
llama3:8b,qg_squadshifts_new_wiki,"Founded by Hugh Henry Brackenridge as Pittsburgh Academy in 1787, the University of Pittsburgh is on",When was the University of Pittsburgh founded?,1787
llama3:8b,qg_squadshifts_new_wiki,"Founded by Hugh Henry Brackenridge as Pittsburgh Academy in 1787, the University of Pittsburgh is on",What is the University of Pittsburgh's status in terms of age?,"One of the few universities and colleges established in the 18th century in the United States, oldest continuously chartered institution of learning in the U.S. west of the Allegheny Mountains"
llama3:8b,qg_squadshifts_new_wiki,"Founded by Hugh Henry Brackenridge as Pittsburgh Academy in 1787, the University of Pittsburgh is on",What was the original purpose of the school?,Preparatory school
llama3:8b,qg_squadshifts_new_wiki,"Founded by Hugh Henry Brackenridge as Pittsburgh Academy in 1787, the University of Pittsburgh is on",When did Brackenridge obtain a charter for the school?,"February 28, 1787"
llama3:8b,qg_squadshifts_new_wiki,"Founded by Hugh Henry Brackenridge as Pittsburgh Academy in 1787, the University of Pittsburgh is on",How many rooms was the original brick building containing?,Three
llama3:8b,qg_squadshifts_new_wiki,"The Awakening had a major impact in reshaping the Congregational, Presbyterian, Dutch Reformed, and ",Which denominations were reshaped by The Awakening?,"Congregational, Presbyterian, Dutch Reformed, and German Reformed"
llama3:8b,qg_squadshifts_new_wiki,"The Awakening had a major impact in reshaping the Congregational, Presbyterian, Dutch Reformed, and ",What groups did The Awakening bring Christianity to?,The slaves
llama3:8b,qg_squadshifts_new_wiki,"The Awakening had a major impact in reshaping the Congregational, Presbyterian, Dutch Reformed, and ",How did The Awakening affect established authority in New England?,It was an apocalyptic event that challenged it
llama3:8b,qg_squadshifts_new_wiki,"The Awakening had a major impact in reshaping the Congregational, Presbyterian, Dutch Reformed, and ",Who were the new revivalists and who were the old traditionalists?,"New: Revivalists, Old: Traditionalists"
llama3:8b,qg_squadshifts_new_wiki,"The Awakening had a major impact in reshaping the Congregational, Presbyterian, Dutch Reformed, and ",What denominations were not impacted by The Awakening?,Anglicans and Quakers
llama3:8b,qg_squadshifts_new_wiki,Microsoft releases security patches through its Windows Update service approximately once a month (u,How often does Microsoft release security patches?,approximately once a month
llama3:8b,qg_squadshifts_new_wiki,Microsoft releases security patches through its Windows Update service approximately once a month (u,What day of the month do Microsoft usually release security patches?,the second Tuesday
llama3:8b,qg_squadshifts_new_wiki,Microsoft releases security patches through its Windows Update service approximately once a month (u,Can updates be automatically downloaded and installed in Windows XP?,"yes, if the user selects to do so"
llama3:8b,qg_squadshifts_new_wiki,Microsoft releases security patches through its Windows Update service approximately once a month (u,What is the frequency of installing Service Pack 2 for Windows XP?,installed more quickly than usual
llama3:8b,qg_squadshifts_new_wiki,Microsoft releases security patches through its Windows Update service approximately once a month (u,What operating systems can automatically download and install updates?,Windows after and including Windows 2000 SP3 and Windows XP
llama3:8b,qg_squadshifts_new_wiki,The university is composed of 17 undergraduate and graduate schools and colleges located at its urba,"How many undergraduate, graduate, and professional students are enrolled at the university's urban Pittsburgh campus?","28,766"
llama3:8b,qg_squadshifts_new_wiki,The university is composed of 17 undergraduate and graduate schools and colleges located at its urba,What is the name of the 42-story Gothic revival building on the Pittsburgh campus?,The Cathedral of Learning
llama3:8b,qg_squadshifts_new_wiki,The university is composed of 17 undergraduate and graduate schools and colleges located at its urba,How many undergraduate schools does the university have at campuses within Western Pennsylvania?,4
llama3:8b,qg_squadshifts_new_wiki,The university is composed of 17 undergraduate and graduate schools and colleges located at its urba,What is the name of the medical facilities closely affiliated with the university?,University of Pittsburgh Medical Center (UPMC)
llama3:8b,qg_squadshifts_new_wiki,The university is composed of 17 undergraduate and graduate schools and colleges located at its urba,How many acres does the Pittsburgh campus cover?,132
llama3:8b,qg_squadshifts_new_wiki,"Beyond this seemingly ""compound"" surname system in the Hispanic world, there are also true compound ",What type of surname system is found in the Hispanic world?,compound
llama3:8b,qg_squadshifts_new_wiki,"Beyond this seemingly ""compound"" surname system in the Hispanic world, there are also true compound ",Are true compound surnames passed on and inherited?,yes
llama3:8b,qg_squadshifts_new_wiki,"Beyond this seemingly ""compound"" surname system in the Hispanic world, there are also true compound ",Who has the true compound surname Paz y Miño as his first (paternal) surname?,General Luis Telmo Paz y Miño Estrella
llama3:8b,qg_squadshifts_new_wiki,"Beyond this seemingly ""compound"" surname system in the Hispanic world, there are also true compound ",What is General Luis Telmo Paz y Miño Estrella's middle name?,Telmo
llama3:8b,qg_squadshifts_new_wiki,"Beyond this seemingly ""compound"" surname system in the Hispanic world, there are also true compound ",What is General Luis Telmo Paz y Miño Estrella's second (maternal) surname?,Estrella
llama3:8b,qg_squadshifts_new_wiki,"The state enthusiastically supported the American war effort in 1917 and 1918, with large purchases ",In what years did the state enthusiastically support the American war effort?,1917 and 1918
llama3:8b,qg_squadshifts_new_wiki,"The state enthusiastically supported the American war effort in 1917 and 1918, with large purchases ",What was one way the state supported the war effort?,Large purchases of war bonds
llama3:8b,qg_squadshifts_new_wiki,"The state enthusiastically supported the American war effort in 1917 and 1918, with large purchases ",What was another way the state supported the war effort?,Expanding war industry
llama3:8b,qg_squadshifts_new_wiki,"The state enthusiastically supported the American war effort in 1917 and 1918, with large purchases ",What was emphasized in farms during this period?,Increasing food production
llama3:8b,qg_squadshifts_new_wiki,"The state enthusiastically supported the American war effort in 1917 and 1918, with large purchases ",Who coordinated volunteer groups for the war effort?,Connecticut State Council of Defense
llama3:8b,qg_squadshifts_new_wiki,"On 2 October 2012, The Sunday Times launched Sunday Times Driving, a separate classified advertising",When was The Sunday Times' Sunday Times Driving launched?,2 October 2012
llama3:8b,qg_squadshifts_new_wiki,"On 2 October 2012, The Sunday Times launched Sunday Times Driving, a separate classified advertising",What type of vehicles does Sunday Times Driving specialize in?,Premium vehicles
llama3:8b,qg_squadshifts_new_wiki,"On 2 October 2012, The Sunday Times launched Sunday Times Driving, a separate classified advertising",Is there any cost to access Sunday Times Driving?,"No, it can be accessed without cost"
llama3:8b,qg_squadshifts_new_wiki,The Parliament attempted a series of taxes and punishments which met more and more resistance: First,What was the first tax attempted by Parliament?,First Quartering Act (1765)
llama3:8b,qg_squadshifts_new_wiki,The Parliament attempted a series of taxes and punishments which met more and more resistance: First,In what year did Parliament pass the Tea Act?,1773
llama3:8b,qg_squadshifts_new_wiki,The Parliament attempted a series of taxes and punishments which met more and more resistance: First,What was the response of Parliament to the Boston Tea Party?,Intolerable Acts
llama3:8b,qg_squadshifts_new_wiki,The Parliament attempted a series of taxes and punishments which met more and more resistance: First,When did the 13 colonies organize themselves into the Continental Congress?,By this point
llama3:8b,qg_squadshifts_new_wiki,The Parliament attempted a series of taxes and punishments which met more and more resistance: First,Why were militias drilling in preparation for war?,In preparation for war
llama3:8b,qg_squadshifts_new_wiki,"Marxism–Leninism supports universal social welfare. Improvements in public health and education, pro",What is supported by Marxism-Leninism?,Universal social welfare
llama3:8b,qg_squadshifts_new_wiki,"Marxism–Leninism supports universal social welfare. Improvements in public health and education, pro",What are some ways Marxist-Leninists promote labor productivity and a communist society?,"Improvements in public health, education, child care, state-directed social services, and social benefits"
llama3:8b,qg_squadshifts_new_wiki,"Marxism–Leninism supports universal social welfare. Improvements in public health and education, pro",What is the focus of universal education advocated by Marxist-Leninists?,"Developing the proletariat with knowledge, class consciousness, and understanding the historical development of communism"
llama3:8b,qg_squadshifts_new_wiki,"Marxism–Leninism supports universal social welfare. Improvements in public health and education, pro",What kind of economy does Marxism-Leninism advocate?,A planned socialist economy
llama3:8b,qg_squadshifts_new_wiki,"Marxism–Leninism supports universal social welfare. Improvements in public health and education, pro",What is the goal of Marxist-Leninist advocacy for social services?,To advance a society in development towards a communist society
llama3:8b,qg_squadshifts_new_wiki,"In 1943, the Kemsley Newspapers Group was established, with The Sunday Times becoming its flagship p",When was the Kemsley Newspapers Group established?,1943
llama3:8b,qg_squadshifts_new_wiki,"In 1943, the Kemsley Newspapers Group was established, with The Sunday Times becoming its flagship p",What was the flagship paper of the Kemsley Newspapers Group?,The Sunday Times
llama3:8b,qg_squadshifts_new_wiki,"In 1943, the Kemsley Newspapers Group was established, with The Sunday Times becoming its flagship p",What was the Kemsley Newspapers Group's status in Britain at its establishment?,Largest newspaper group
llama3:8b,qg_squadshifts_new_wiki,"Several plant species, the ""pioneer crops"" or Neolithic founder crops were named by Daniel Zohary, w",Who highlighted the importance of pioneer crops?,Daniel Zohary
llama3:8b,qg_squadshifts_new_wiki,"Several plant species, the ""pioneer crops"" or Neolithic founder crops were named by Daniel Zohary, w","How many years did the process of domestication take, according to Gordon Hillman and Stuart Davies' experiments with wild wheat varieties?",Between twenty and two hundred years
llama3:8b,qg_squadshifts_new_wiki,"Several plant species, the ""pioneer crops"" or Neolithic founder crops were named by Daniel Zohary, w",What was the challenge that needed to be overcome in the domestication of wild lentils?,Breaking dormancy in their first year
llama3:8b,qg_squadshifts_new_wiki,"Several plant species, the ""pioneer crops"" or Neolithic founder crops were named by Daniel Zohary, w",Where was the first evidence of lentil domestication found?,At Jerf el Ahmar (in modern Syria)
llama3:8b,qg_squadshifts_new_wiki,"Several plant species, the ""pioneer crops"" or Neolithic founder crops were named by Daniel Zohary, w","What happened to rye, a pioneering attempt that failed at first?",It made its way to Europe as weed seeds and was successfully domesticated thousands of years later
llama3:8b,qg_squadshifts_new_wiki,"The above definition of ""a function from X to Y"" is generally agreed on,[citation needed] however th",What is generally agreed upon about 'a function from X to Y'?,The above definition
llama3:8b,qg_squadshifts_new_wiki,"The above definition of ""a function from X to Y"" is generally agreed on,[citation needed] however th",Are there two different ways a 'function' is normally defined?,Yes
llama3:8b,qg_squadshifts_new_wiki,"The above definition of ""a function from X to Y"" is generally agreed on,[citation needed] however th",Is the codomain usually specified?,No
llama3:8b,qg_squadshifts_new_wiki,"The above definition of ""a function from X to Y"" is generally agreed on,[citation needed] however th",Is the definition of f(x) = x2 complete?,No
llama3:8b,qg_squadshifts_new_wiki,"The above definition of ""a function from X to Y"" is generally agreed on,[citation needed] however th",Is the function defined by f(x) = x2 a valid definition?,Yes
llama3:8b,qg_squadshifts_new_wiki,Proponents of modular programming (modularizing code) advocate that each subroutine should have mini,What do proponents of modular programming advocate for each subroutine?,minimal dependency on other pieces of code
llama3:8b,qg_squadshifts_new_wiki,Proponents of modular programming (modularizing code) advocate that each subroutine should have mini,Why is using global variables considered unwise?,it adds tight coupling between the subroutine and these global variables
llama3:8b,qg_squadshifts_new_wiki,Proponents of modular programming (modularizing code) advocate that each subroutine should have mini,What alternative do proponents suggest instead of using global variables?,refactor subroutines to accept passed parameters
llama3:8b,qg_squadshifts_new_wiki,Proponents of modular programming (modularizing code) advocate that each subroutine should have mini,How can increasing the number of parameters affect code readability?,it can affect code readability
llama3:8b,qg_squadshifts_new_wiki,"Because of the large number of airplanes which have crashed in the Sierra Nevada, primarily due to t",What is the 'Nevada Triangle' in reference to?,The Bermuda Triangle
llama3:8b,qg_squadshifts_new_wiki,"Because of the large number of airplanes which have crashed in the Sierra Nevada, primarily due to t",How many crashes are estimated to have occurred within the Nevada Triangle?,"2,000"
llama3:8b,qg_squadshifts_new_wiki,"Because of the large number of airplanes which have crashed in the Sierra Nevada, primarily due to t","Who is another person whose crash was included in the 2,000 count?",Steve Fossett
llama3:8b,qg_squadshifts_new_wiki,"Because of the large number of airplanes which have crashed in the Sierra Nevada, primarily due to t",What theories are debunked by the passage?,Theories about Area 51 and extra-terrestrial aliens
llama3:8b,qg_squadshifts_new_wiki,"Because of the large number of airplanes which have crashed in the Sierra Nevada, primarily due to t",Why have airplanes crashed in the Sierra Nevada?,"Due to complex weather and atmospheric conditions, such as downdrafts and microbursts"
llama3:8b,qg_squadshifts_new_wiki,"During the Crimean War, a joint British and French fleet attacked the Russian fortresses in the Balt",What happened during the Crimean War?,A joint British and French fleet attacked Russian fortresses
llama3:8b,qg_squadshifts_new_wiki,"During the Crimean War, a joint British and French fleet attacked the Russian fortresses in the Balt",Which places were bombarded during the war?,"Sveaborg, Kronstadt, and Bomarsund"
llama3:8b,qg_squadshifts_new_wiki,"During the Crimean War, a joint British and French fleet attacked the Russian fortresses in the Balt",What happened to the southern coast after German unification in 1871?,It became German
llama3:8b,qg_squadshifts_new_wiki,"During the Crimean War, a joint British and French fleet attacked the Russian fortresses in the Balt",Where was World War I partly fought?,In the Baltic Sea
llama3:8b,qg_squadshifts_new_wiki,"During the Crimean War, a joint British and French fleet attacked the Russian fortresses in the Balt",What happened to Poland's port of Gdynia after 1920?,It was enlarged
llama3:8b,qg_squadshifts_new_wiki,Mercantilism was the basic policy imposed by Britain on its colonies from the 1660s. Mercantilism me,When did Britain impose mercantilism on its colonies?,The 1660s
llama3:8b,qg_squadshifts_new_wiki,Mercantilism was the basic policy imposed by Britain on its colonies from the 1660s. Mercantilism me,What was the goal of mercantilism for Britain?,To increase political power and private wealth
llama3:8b,qg_squadshifts_new_wiki,Mercantilism was the basic policy imposed by Britain on its colonies from the 1660s. Mercantilism me,How did Britain protect its London-based merchants?,"Through trade barriers, regulations, and subsidies to domestic industries"
llama3:8b,qg_squadshifts_new_wiki,Mercantilism was the basic policy imposed by Britain on its colonies from the 1660s. Mercantilism me,What was the goal of mercantilism for Britain's revenue?,To run trade surpluses and accumulate gold and silver in London
llama3:8b,qg_squadshifts_new_wiki,Mercantilism was the basic policy imposed by Britain on its colonies from the 1660s. Mercantilism me,What did the British government spend its revenue on?,A superb Royal Navy
llama3:8b,qg_squadshifts_new_wiki,"Connecticut levies a 6.35% state sales tax on the retail sale, lease, or rental of most goods. Some ",What is the state sales tax rate in Connecticut?,6.35%
llama3:8b,qg_squadshifts_new_wiki,"Connecticut levies a 6.35% state sales tax on the retail sale, lease, or rental of most goods. Some ",Are there any exemptions from sales tax in Connecticut?,Yes
llama3:8b,qg_squadshifts_new_wiki,"Connecticut levies a 6.35% state sales tax on the retail sale, lease, or rental of most goods. Some ","What was the threshold for clothing exempt from sales tax before July 1, 2011?",$50
llama3:8b,qg_squadshifts_new_wiki,"Connecticut levies a 6.35% state sales tax on the retail sale, lease, or rental of most goods. Some ",Do local jurisdictions impose additional sales taxes in Connecticut?,No
llama3:8b,qg_squadshifts_new_wiki,"Connecticut levies a 6.35% state sales tax on the retail sale, lease, or rental of most goods. Some ",When did Connecticut authorize a one-week sales tax holiday for clothing?,August 2013
llama3:8b,qg_squadshifts_new_wiki,"About 600,000 slaves were imported into what is now the U.S., or 5% of the 12 million slaves brought",How many slaves were imported into what is now the U.S.,"About 600,000"
llama3:8b,qg_squadshifts_new_wiki,"About 600,000 slaves were imported into what is now the U.S., or 5% of the 12 million slaves brought",What was the percentage of the 12 million slaves brought from Africa that went to what is now the U.S.,5%
llama3:8b,qg_squadshifts_new_wiki,"About 600,000 slaves were imported into what is now the U.S., or 5% of the 12 million slaves brought",How many North American colonies had reached by the 1860 Census,4 million
llama3:8b,qg_squadshifts_new_wiki,"About 600,000 slaves were imported into what is now the U.S., or 5% of the 12 million slaves brought",What was the rate of natural growth of North American slaves compared to that of any nation in Europe from 1770 until 1860,Much greater
llama3:8b,qg_squadshifts_new_wiki,"About 600,000 slaves were imported into what is now the U.S., or 5% of the 12 million slaves brought",How fast was the rate of natural growth of North American slaves compared to England's from 1770 until 1860,Nearly twice as rapid
llama3:8b,qg_squadshifts_new_wiki,"Punched tin-plated steel, also called pierced tin, is an artisan technique originating in central Eu",What is another name for punched tin-plated steel?,Pierced tin
llama3:8b,qg_squadshifts_new_wiki,"Punched tin-plated steel, also called pierced tin, is an artisan technique originating in central Eu",What type of housewares are created using this artisan technique?,Functional and decorative
llama3:8b,qg_squadshifts_new_wiki,"Punched tin-plated steel, also called pierced tin, is an artisan technique originating in central Eu",What is the most common application of this artisan technique?,Punched tin lanterns
llama3:8b,qg_squadshifts_new_wiki,"Punched tin-plated steel, also called pierced tin, is an artisan technique originating in central Eu",In what part of the world was punched tin-plated steel created?,Central Europe
llama3:8b,qg_squadshifts_new_wiki,"Punched tin-plated steel, also called pierced tin, is an artisan technique originating in central Eu",Who is named after in a well-known example of punched tin articles?,Paul Revere
llama3:8b,qg_squadshifts_new_wiki,Several tunnels also link Manhattan Island to New York City's outer boroughs and New Jersey. The Lin,How many vehicles pass through the Lincoln Tunnel daily?,"120,000"
llama3:8b,qg_squadshifts_new_wiki,Several tunnels also link Manhattan Island to New York City's outer boroughs and New Jersey. The Lin,What was built instead of a bridge for the Lincoln Tunnel?,Large passenger and cargo ships
llama3:8b,qg_squadshifts_new_wiki,Several tunnels also link Manhattan Island to New York City's outer boroughs and New Jersey. The Lin,What is notable about the Holland Tunnel?,Mechanically ventilated vehicular tunnel
llama3:8b,qg_squadshifts_new_wiki,Several tunnels also link Manhattan Island to New York City's outer boroughs and New Jersey. The Lin,Who was the first person to drive through the Queens-Midtown Tunnel?,President Franklin D. Roosevelt
llama3:8b,qg_squadshifts_new_wiki,Several tunnels also link Manhattan Island to New York City's outer boroughs and New Jersey. The Lin,What connects the Financial District in Manhattan to Red Hook in Brooklyn?,Brooklyn–Battery Tunnel
